company,competitors,degree,department,experience,job_category,job_content,jobname,others,skills,tools,update_time,url,page
台灣析數資訊股份有限公司,11-30,碩士以上,統計學相關、資訊工程相關、其他商業及管理相關,1年以上,顧問人員,1.統計諮詢顧問 2.負責教育訓練課程 3.技術支援服務 4.執行數據分析解決方案 勞保，健保，員工團體保險，教育訓練，三節禮金，週休二日，生日禮金，員工旅遊,統計分析/數據分析/資料採礦分析技術顧問人員,"1.抗壓力強，可獨立作業，自我學習意願強。 2.具備產業資料分析/資料採礦經驗者佳。 3.具備研究專案或諮詢顧問經驗者佳。 4.具備資料庫管理經驗者佳(MS SQL, IBM DB2, Oracle...)。 5.熟悉R或SPSS Modeler 或SAS EM者優先錄用。 6.有工作經驗者佳。",不拘,MySQL 、 Excel 、 Outlook 、 PowerPoint 、 Word 、 SAS 、 SPSS,2016-12-29,http://www.104.com.tw/job/?jobno=3f0ju&jobsource=n104bank1&hotjob_chr=,1
凌群電腦股份有限公司,5,大學、碩士,資訊管理相關、數學及電算機科學學科類,不拘,軟體設計工程師,"1.負責資料分析,系統分析 , 程式開發 2.熟悉.Net,Java等 , 有 big data經驗為佳 1、成立職工福利委員會，負責全體同仁之福利作業，每年之各項福利措施由福委會監督執行。福利措施包括勞、健、團保、員工旅遊、生日禮金、員工子女獎學金、啤酒會、歲末聯歡會、福利品、婚喪補助、生產補助、社團活動補助、健康檢查等。 2、提供之團體保險，受益對象包含員工本人、配偶及子女，保險利益定期壽險、意外傷害保險、住院醫療保險、癌症險。",資料分析師,"1.懂程式語言 : Java , .Net等 2.有 big data經驗為佳",不拘,ASP.NET 、 C++.Net 、 Java 、 Visual Basic .net 、 Visual Studio .net,2017-01-03,http://www.104.com.tw/job/?jobno=4hufq&jobsource=n104bank1&hotjob_chr=,1
台新金控_台新國際商業銀行股份有限公司,11-30,大學、碩士,數理統計相關、商業及管理學科類、資訊工程相關,1年以上,行銷企劃人員,1.客群相關資料分析/研究/決策資訊產出 2.客戶樣貌分析、分群及回應模型建置 3.經營決策及業務支援：包含資料分析、報表與業務開發名單產出 ※正式行員享有※ 《員工優惠方案》 行員房屋貸款、行員信用貸款、行員換匯、理財商品等眾多優惠 《團體保險》 定期壽險/意外險、醫療險、傷害醫療險、防癌險等眾多保障 《職福會》 結婚、喪葬、生育、住院、社團、子女教育等眾多福利 三節禮金、生日及旅遊等眾多補助 《婚喪慶弔》 結婚補助、喪葬補助 《教育訓練補助》 外語及電腦進修 《其它》 久任獎勵(依年資)、健康檢查、飯店住宿優惠、特惠店家、每月團購訊息、台新圖書館、台新樂活舒壓坊(按摩)、授乳室、payeasy特約優惠卡 藝術基金會課程優惠 活動類- 登山健行活動、球類競賽、愛心義賣(不定期)、電影賞析(不定期) 員工生活服務方案-張老師基金會,【客群】資料分析人員,1.熟悉SQL語言，對資料庫程式如SAS/SPSS/SQL有實務經驗佳。 2.對分析工作有高度熱忱，喜歡分析數據，透過資訊尋找問題，發掘商機。 3.個性積極、進取、抗壓性高、喜歡團隊合作。,不拘,MS SQL 、 SAS,2016-12-30,http://www.104.com.tw/job/?jobno=3seeo&jobsource=n104bank1&hotjob_chr=,1
永慶房產集團_永慶房屋仲介股份有限公司,5,大學以上,不拘,不拘,市場調查／市場分析,永慶房產集團垂直整合三大事業群，10年成長25倍，歡迎具備邏輯思考、分析判斷及溝通能力的優秀人才加入我們，我們提供舒適的辦公環境，完整的升遷制度及教育訓練，更有資深同仁經驗分享，帶領新人熟悉工作，讓您可以在最優質完整的環境下全心投入與發展。 【工作內容說明】 1.客戶行為分析與研究 2.行銷活動事前客群分析與事後效益追蹤 3.資料採礦專案的應用推廣 ■ 兼顧工作與生活的真幸福，在永慶房屋找到幸福的新定義 「有幸福的員工，才有滿意的客戶！」 永慶從成立以來，就秉持著唯有員工自己先感受到幸福，才能將幸福延伸，帶給客戶超越期待的感動服務，本著這樣的理念，永慶更連續三年獲得台北市勞工局《幸福企業獎》的肯定。永慶不只照顧員工的職涯發展，也照顧員工的家庭親友，從硬體和軟體及福利制度著手，打造均衡工作與生活的優良環境，讓員工享受聰明工作、健康生活，一圓成功及成家的人生夢想，更提供最高250萬的購屋基金，讓永慶成為員工成家圓夢的起點。 《永慶，真的不一樣》 聰明工作，高效率、完善培訓 經紀人員彈性工時8小時、搭配遊戲化制度，工作高效率。 I pad行動服務工具，協助經紀人員快速上手、即時提供房產服務。 完整教育訓練，另更補助指派受訓及經核准之內外訓課程。 輔導考取不動產經紀人國家證照。 慰勞員工之年終獎金，依公司營運狀況及年資、職級及個人表現之不同提供。 行政績優同仁可獲頒考核獎金及獎牌、獎座。 經紀人員除薪資及業績獎金外，公司定期舉辦激勵活動獎勵，提供高額獎金。 【健康生活，打造幸福職場】 -提供經紀人員最高250萬元的購屋基金，圓三年購屋夢。 -海內外獎勵旅遊，生活更多采。 -免費紓壓按摩，員工好放鬆。 -生日津貼、三節禮金/禮券，員工好窩心。 【團隊合作，打造歸屬感】 -專屬學長學姊制，帶領新人上手。 -首創聯賣系統，同仁互相幫忙不藏私。 -團隊合作創高績效，經紀人除可獲得個人業績獎金，還可分配團體獎金。 -多元社團活動，如籃球賽、壘球賽，紓解工作壓力。 -員工休息室與聯誼廳，平日紓壓打氣，互相交流情感。 【成家到安家，幸福百分百】 -舉辦大型尾牙，及免費返鄉專車。 -鼓勵班對，在永慶一圓成功及成家的夢想。 -提供經紀人員租屋補助、購置機車、ipad之無息貸款，打拼更安心。 -導入EAP員工協助方案，舉辦「幸福講座」，分享交流生活點滴。 -提供勞保、健保及團保(意外傷害、住院醫療及意外險)多重的保障。,資料分析師,1.邏輯思考、分析判斷、溝通能力佳 2.具統計分析能力 3.具研究報告撰寫、簡報能力 4.熟SPSS Modeler或SQL Server Data Mining工具者佳,不拘,Excel 、 Outlook 、 PowerPoint 、 Word 、 SPSS,2017-01-03,http://www.104.com.tw/job/?jobno=3o7ak&jobsource=n104bank1&hotjob_chr=,1
永慶房產集團_永慶房屋仲介股份有限公司,5,大學以上,不拘,不拘,市場調查／市場分析,永慶房產集團垂直整合三大事業群，10年成長25倍，歡迎具備邏輯思考、分析判斷及溝通能力的優秀人才加入我們，我們提供舒適的辦公環境，完整的升遷制度及教育訓練，更有資深同仁經驗分享，帶領新人熟悉工作，讓您可以在最優質完整的環境下全心投入與發展。 【工作內容說明】 1.客戶行為分析與研究 2.行銷活動事前客群分析與事後效益追蹤 3.資料採礦專案的應用推廣 ■ 兼顧工作與生活的真幸福，在永慶房屋找到幸福的新定義 「有幸福的員工，才有滿意的客戶！」 永慶從成立以來，就秉持著唯有員工自己先感受到幸福，才能將幸福延伸，帶給客戶超越期待的感動服務，本著這樣的理念，永慶更連續三年獲得台北市勞工局《幸福企業獎》的肯定。永慶不只照顧員工的職涯發展，也照顧員工的家庭親友，從硬體和軟體及福利制度著手，打造均衡工作與生活的優良環境，讓員工享受聰明工作、健康生活，一圓成功及成家的人生夢想，更提供最高250萬的購屋基金，讓永慶成為員工成家圓夢的起點。 《永慶，真的不一樣》 聰明工作，高效率、完善培訓 經紀人員彈性工時8小時、搭配遊戲化制度，工作高效率。 I pad行動服務工具，協助經紀人員快速上手、即時提供房產服務。 完整教育訓練，另更補助指派受訓及經核准之內外訓課程。 輔導考取不動產經紀人國家證照。 慰勞員工之年終獎金，依公司營運狀況及年資、職級及個人表現之不同提供。 行政績優同仁可獲頒考核獎金及獎牌、獎座。 經紀人員除薪資及業績獎金外，公司定期舉辦激勵活動獎勵，提供高額獎金。 【健康生活，打造幸福職場】 -提供經紀人員最高250萬元的購屋基金，圓三年購屋夢。 -海內外獎勵旅遊，生活更多采。 -免費紓壓按摩，員工好放鬆。 -生日津貼、三節禮金/禮券，員工好窩心。 【團隊合作，打造歸屬感】 -專屬學長學姊制，帶領新人上手。 -首創聯賣系統，同仁互相幫忙不藏私。 -團隊合作創高績效，經紀人除可獲得個人業績獎金，還可分配團體獎金。 -多元社團活動，如籃球賽、壘球賽，紓解工作壓力。 -員工休息室與聯誼廳，平日紓壓打氣，互相交流情感。 【成家到安家，幸福百分百】 -舉辦大型尾牙，及免費返鄉專車。 -鼓勵班對，在永慶一圓成功及成家的夢想。 -提供經紀人員租屋補助、購置機車、ipad之無息貸款，打拼更安心。 -導入EAP員工協助方案，舉辦「幸福講座」，分享交流生活點滴。 -提供勞保、健保及團保(意外傷害、住院醫療及意外險)多重的保障。,資料分析師,1.邏輯思考、分析判斷、溝通能力佳 2.具統計分析能力 3.具研究報告撰寫、簡報能力 4.熟SPSS Modeler或SQL Server Data Mining工具者佳,不拘,Excel 、 Outlook 、 PowerPoint 、 Word 、 SPSS,2017-01-06,http://www.104.com.tw/job/?jobno=3o3pl&jobsource=n104bank1&hotjob_chr=,1
誠品股份有限公司,11-30,大學、碩士,數理統計相關、資訊管理相關,3年以上,資料庫管理人員,1.會員分群經營與消費行為分析 2.會員在店面經營上的insight解讀 3.大數據資料採礦data mining模型建置與應用 4.數據分析簡報技巧 正職同仁享有福利制度： 1.勞、健、團保及勞工退休金提撥 2.三節獎金、績效獎金 3.同仁購物與消費優惠折扣 4.旅遊補助/同仁進修補助、生日禮券、結婚禮金、生育津貼、喪葬等各項職福補助 5.定期舉辦同仁旅遊活動 6.同仁年度健康檢查 7.優質文創工作環境 8.完整培訓體系(新人學苑、通路經營學苑、管理學苑、團隊通識學苑、顧客滿意學苑及餐旅經營學苑) 9.健全升遷體系與海外發展機會,M878,1.擅長Microsoft SQL 、Office。 2.擅長消費研究、撰寫分析報告；具邏輯性，解讀數據能力強。 3.有使用SPSS Modeler經驗佳。 4.具備行銷與CRM相關領域工作經驗佳。 5.具備百貨門市、零售相關產業服務經驗佳。 6.擅溝通協調、細心負責、團隊合作。 *************************************************** 誠品集團召募作業原則－在您寄出履歷表7-10個工作天內，如有合適之職務，將以電話聯絡面談；如未聯絡，則因目前並無合適之出缺，將會把您的履歷存入人才資料庫，待日後有合適您的職缺，會盡快與您聯絡．謝謝！ ***************************************************,不拘,MS SQL 、 Excel 、 Outlook 、 PowerPoint 、 Word 、 SPSS,2016-11-11,http://www.104.com.tw/job/?jobno=3jiwg&jobsource=n104bank1&hotjob_chr=,1
關貿網路股份有限公司,6-10,大學,數理統計相關、資訊工程相關、資訊管理相關,2年以上,軟體設計工程師,"1.負責專案需求資料收集、訪談及分析工作，並以視覺化報表呈現資料分析結果。 2.管理資料需求、維護視覺化報表並撰寫專案文件。 3.與專案開發團隊合作，協助管理專案整體開發時程並確認產出符合客戶需求。 關貿網路連續三年獲得台北市幸福企業獎，教育訓練獲得了TTQS銅牌認證，致力於打造具備熱力、活力及挑戰性的工作，使員工樂在工作、成長於工作，並造就關貿網路成為一流人才最喜歡的優質企業。 獎金福利 ◎端午、中秋禮金 ◎年終獎金、員工酬勞：依個人年度績效及公司實際經營狀況發放獎金 休假福利 ◎試用期滿即享有第一年在職比例特休假 ◎有薪病假（7天/年） ◎每年一天志工假 生活福利 ◎每日提供同仁午餐（系統選餐） ◎各式員工優惠團購 ◎書籍借閱 保險福利 ◎勞、健保及免費團保 ◎退休撫恤制度（公司依法提撥6%之勞工退休金） ◎出差投保旅平險 教育訓練 ◎關貿大學多元內部課程，上班時間也能進修 ◎專人辦理員工課程規劃 ◎補助外部訓練費用，公假公費外出上課 ◎鼓勵同仁考取證照、技能獎金獎勵方案 ◎提供員工完整之學習計畫、重視員工職涯發展 職工福利委員會 ◎生日禮金、溫馨小卡片 ◎婚喪喜慶補助 ◎每年3,000元三合一補助金 ◎各式社團活動 ◎員工旅遊、電影欣賞活動(員工本人及眷屬) ◎家庭日、各式員工競賽活動(員工本人及眷屬) 健康職場 ◎盲人按摩服務、辦公室按摩設備 ◎健康講座、各式健康促進活動 ◎兩年一次定期健康檢查 南港軟體園區 ◎休閒運動廣場（健身器材等設備） ◎上下班時間付費交通車 ◎鄰近三捷運站、火車站、高鐵站、ubike",資料分析工程師(T45),1.具需求訪談、系統分析、資料分析、資料視覺化經驗，熟SQL語法及Tableau報表製作。 2.具ETL轉換 (Microsoft SSIS) 或程式開發 (C#) 經驗佳。 3. 良好溝通協調能力、抗壓性強，樂於與人接觸，能獨立作業，有耐性。,不拘,ASP.NET 、 C# 、 ETL 、 MS SQL,2017-01-05,http://www.104.com.tw/job/?jobno=53qdq&jobsource=n104bank1&hotjob_chr=,1
翔偉資安科技有限公司,5,不拘,不拘,不拘,電腦系統分析師,1. 需求訪談、彙整、溝通、確認 2. system prototype 製作 3. 系統分析、設計 4. 撰寫系統分析文件及系統設計文件 5. 開發過程追踪與修正 6. 問題追蹤處理(Bug tracking) 7. 系統功能驗證測試與品質控管，測試案例編寫 8. 使用者教育訓練及教材撰寫 9. 開發團隊溝通 一、勞工保險 二、健康保險 三、勞工退休金提繳 四、年節獎金 五、提供優質的升遷、學習管道,系統分析師,1.熟系統分析設計、專案文件撰寫、 UML、資料庫分析設計、axure、軟體工程等工具或技能 2.具備系統開發，android，swift，php，html5任一開發語言開發驗者尤佳 3.對MVC架構有基礎認知 4.對UX flow有了解尤佳 5.對類別圖，DFD，互動圖，資料辭典，功能流程圖，QC test case，system prototype等系統開發文件撰寫有基礎認知尤佳 6.了解Laravel Framework尤佳 7.面試時務必提供專案分析或架構文件作品,系統架構規劃 、 系統整合分析 、 軟體整合測試 、 流程圖軟體操作,Systems Analysis 、 Systems Analyst 、 UML,2017-01-03,http://www.104.com.tw/job/?jobno=53tol&jobsource=n104bank1&hotjob_chr=,1
永慶房產集團_永慶房屋仲介股份有限公司,5,大學以上,統計學相關、數學及電算機科學學科類,5年以上,市場調查／市場分析,永慶房產集團垂直整合三大事業群，歡迎具備邏輯思考、分析判斷及溝通能力優秀人才的加入，我們提供舒適的辦公環境，完整的升遷制度及教育訓練，更有資深同仁經驗分享，帶領新人熟悉工作，讓您可以在最優質完整的環境下全心投入與發展。 【工作內容說明】 1.利用統計分析或資料採礦技術協助公司掌握市場趨勢。 2.協助公司內外部分析資料整合，決策分析系統設計。 3.客戶資料庫整合規劃。 4.透過資料分析協同營運單位作戰。 ■ 兼顧工作與生活的真幸福，在永慶房屋找到幸福的新定義 「有幸福的員工，才有滿意的客戶！」 永慶從成立以來，就秉持著唯有員工自己先感受到幸福，才能將幸福延伸，帶給客戶超越期待的感動服務，本著這樣的理念，永慶更連續三年獲得台北市勞工局《幸福企業獎》的肯定。永慶不只照顧員工的職涯發展，也照顧員工的家庭親友，從硬體和軟體及福利制度著手，打造均衡工作與生活的優良環境，讓員工享受聰明工作、健康生活，一圓成功及成家的人生夢想，更提供最高250萬的購屋基金，讓永慶成為員工成家圓夢的起點。 《永慶，真的不一樣》 聰明工作，高效率、完善培訓 經紀人員彈性工時8小時、搭配遊戲化制度，工作高效率。 I pad行動服務工具，協助經紀人員快速上手、即時提供房產服務。 完整教育訓練，另更補助指派受訓及經核准之內外訓課程。 輔導考取不動產經紀人國家證照。 慰勞員工之年終獎金，依公司營運狀況及年資、職級及個人表現之不同提供。 行政績優同仁可獲頒考核獎金及獎牌、獎座。 經紀人員除薪資及業績獎金外，公司定期舉辦激勵活動獎勵，提供高額獎金。 【健康生活，打造幸福職場】 -提供經紀人員最高250萬元的購屋基金，圓三年購屋夢。 -海內外獎勵旅遊，生活更多采。 -免費紓壓按摩，員工好放鬆。 -生日津貼、三節禮金/禮券，員工好窩心。 【團隊合作，打造歸屬感】 -專屬學長學姊制，帶領新人上手。 -首創聯賣系統，同仁互相幫忙不藏私。 -團隊合作創高績效，經紀人除可獲得個人業績獎金，還可分配團體獎金。 -多元社團活動，如籃球賽、壘球賽，紓解工作壓力。 -員工休息室與聯誼廳，平日紓壓打氣，互相交流情感。 【成家到安家，幸福百分百】 -舉辦大型尾牙，及免費返鄉專車。 -鼓勵班對，在永慶一圓成功及成家的夢想。 -提供經紀人員租屋補助、購置機車、ipad之無息貸款，打拼更安心。 -導入EAP員工協助方案，舉辦「幸福講座」，分享交流生活點滴。 -提供勞保、健保及團保(意外傷害、住院醫療及意外險)多重的保障。,資深資料分析師,1.大學以上，統計、數學或資訊相關科系尤佳 2.具5年以上資料分析相關經驗，熟SPSS Modeler、R或SQL server Data Mining工具 3.具大數據、資料採礦、統計分析能力、研究報告撰寫、決策分析系統設計 4.對數字敏銳，具良好邏輯與戰略思維，能結合產業知識分析數據,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=3bfut&jobsource=n104bank1&hotjob_chr=,1
華南永昌綜合證券股份有限公司,11-30,大學,不拘,不拘,財務分析／財務人員,"(1)營業交易數據趨勢觀察、客戶分群、社群媒體資料庫應用…等 (2)資料收集分析,有效整理及相關報表製作 一、員工保險 1.勞、健保。 2.勞工退休金提繳。 3.團體意外險。 二、職工福利 1.旅遊補助。 2.結婚、生育、奠儀補助。 3.生日禮金。 4.健康檢查。 三、獎金 1.三節禮金。 2.年終獎金。",資料分析人員,1.統計、商業相關科系畢業者優先 2.熟悉統計相關知識、資料庫 3.具大數據行銷、專案執行經驗、程式撰寫能力或證券金融相關經驗者佳 4.善溝通、責任感、有企圖心願意接受挑戰,不拘,不拘,2016-11-14,http://www.104.com.tw/job/?jobno=4swmy&jobsource=n104bank1&hotjob_chr=,2
昊青股份有限公司,5,碩士以上,資訊工程相關、資訊管理相關、數理統計相關,不拘,資料庫管理人員,商業智慧/巨量資量(BI/Big Data)/資料科學相關軟體售前售後技術支援 ◆ 獎金 / 禮品類 年終、端午及中秋獎金 ◆ 保險類 勞保、健保 ◆ 請 / 休假制度 週休二日 ◆ 補助類 1.結婚禮金、2.員工進修補助、3.退職金提撥,商業智慧/巨量資料分析技術支援工程師(高雄),普通小型車,資料庫軟體應用,Database Management 、 MS SQL 、 ODBC 、 Oracle,2016-12-16,http://www.104.com.tw/job/?jobno=4l34i&jobsource=n104bank1&hotjob_chr=,2
遠東國際商業銀行股份有限公司,11-30,大學、碩士,統計學相關、數理統計相關,2年以上,統計精算人員,1. 消金/信用卡業務與客群分析 2. Data mining/CRM/大數據分析專案與策略發展 3. 客群經營與行銷活動報表規劃/產出/分析 4. 資料庫行銷專案名單產出與成效追蹤 5. 分析報告撰寫與跨部門溝通 6. 協助CRM系統測試 1. 享勞、健、團保 2. 固定提撥勞退金 3. 員工優惠存款 4. 員工房屋優惠貸款、消費性優惠貸款 5. 年終獎金、員工酬勞 6. 員工持股信託 7. 福委會各項活動及補助 8. 定期免費員工健康檢查 9. 週休二日,客群資料分析人員,1. 對數字具高敏感度且邏輯性強2. 熟悉統計、報表分析3. 細心負責、主動積極、抗壓性高4. 具資料庫行銷、資料倉儲建置尤佳,不拘,Access 、 MySQL 、 Excel 、 Outlook 、 PowerPoint 、 Word 、 SAS 、 SPSS,2016-10-03,http://www.104.com.tw/job/?jobno=2iwja&jobsource=n104bank1&hotjob_chr=,2
四方體有限公司,5,大學以上,不拘,3年以上,金融研究員,1.進行太陽能產業研究研究分析。 2.進行全球太陽能市場研究及分析。 3.拜訪既有客戶與潛在客戶，以建立關係、增進溝通，以利於資料的蒐集。 4.撰寫各項太陽能產業研究英文報告。 5.可獨立作業者 周休二日 勞健保,產業研究員或分析師,未填寫,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=3iz6i&jobsource=n104bank1&hotjob_chr=,2
工研院 _財團法人工業技術研究院,5,碩士以上,數學及電算機科學學科類,不拘,電腦系統分析師,資料搜尋、文字探勘與分析、搜尋引擎建置與應用。 這是一個為研究菁英打造的研發環境，我們的訴求是讓研究人員能在此構築人生理想及技術成就，讓工作與生活兼顧平衡與樂趣。多年來致力於打造讓每位工研人身體健康、工作愉快，進而使家庭幸福快樂的友善職場。 優於法規之多元給假制度 針對不同族群，設計多元且優於法令規定之給假方案，以利員工於工作之餘，得以兼顧各式之需要，如：特別休假、新人彈性預支休假、安胎及育兒假、志工假等。 幸福成家 開發專屬未婚員工的交友網站-『男女拉拉對』，同仁可加入網站會員，與其他會員互動，並可參加定期舉辦的未婚聯誼活動，讓單身同仁有更多管道結交朋友，促成良緣。 幸福安家 關懷女性同仁哺育母乳的需求，特於各院區設置母愛室。為了讓同仁子女得到妥善照顧，設有托嬰中心、幼兒園、及附設安親班。每年舉辦院慶、運動會暨家庭日以及藝文及親子活動，邀同仁與家人共同參與。 悠活館 設有室內溫水游泳池、水療池、蒸氣室、烤箱、兒童池、健身房、羽球場、網球場、桌撞球桌、韻律教室等，讓員工鍛練體魄、紓發壓力、促進健康。 工研餐廳 提供全方位餐點服務，聘有專業之營養師，提供色香味俱全的美食外，更針對食的安全與健康予以嚴格的把關與守護。 「工研人好健康」促進網絡 除了設置醫務室，由醫師排班駐診，給予員工最便利及時的醫療診治，我們更提供不分年齡層每年一次的免費健康檢查、建構全方位照護網－「工研人好健康」，依健康分級給予不同的健康促進方案，達到提昇個人健康善的循環。 諮商室 建置溫馨舒適的諮商環境，由專業心理諮商師提供員工關於身心靈各類問題之免費諮商與輔導。,資科中心_資深資料分析工程師E,1. 資訊、資工、資管、統計等相關科系碩士以上 2. 具備數據分析、文字探勘、語意分析、機器學習、推薦系統等相關技術或演算法開發一年以上經驗。 3. 了解 R 語言程式設計、C#、SQL、資料庫設計相關開發與應用技術尤佳。 4. 具學習熱誠、溝通能力、能團隊合作。 5. 請檢附相當於TOEIC 650分之英語成績證明，如無法提供，將安排參加本院英文檢測。,不拘,不拘,2016-12-26,http://www.104.com.tw/job/?jobno=552lp&jobsource=n104bank1&hotjob_chr=,2
STORM CRM Consulting Inc. 伺動顧客關係行銷顧問_伺動行銷科技股份有限公司,11-30,大學以上,數理統計相關、社會學相關、市場行銷相關,1年以上,市場調查／市場分析,"分析為顧問服務部【顧客智識與消費行為研究組】的行銷顧問團隊成員之一, 工作的職責為支援一個忠誠顧客計畫(Loyalty Program)所有的行銷與營運的數據研究工作, 每個忠誠顧客計畫都有一個大團隊在服務這個客戶, 而你將扮演非常重要的智慧角色, 為整個忠誠計畫行銷與運營提供精準的數據支援與理論依據。 你的主管為分析經理, 他負責根據各忠誠計畫執行狀態與顧客行為數據，為客戶提供專業與深刻的數據分析與解讀，用以建議與協助客戶根據分析結果制定CRM與整合行銷策略以達成客戶之營業目標, 同時會負責培訓與管理你的日常工作, 培訓的內容包含了使你學會各種分析報告的思路設計與內容製作外, 另外專業上協助你從實作中學習對數據的解讀與發現數據對於行銷策略的意義。你與你的主管一起向客戶負責,完成工作使命, 一個完整的CRM團隊包含了你所在的顧客智識與消費行為研究團隊, 另外還有項目管理與運營團隊、IT科技團隊、執行業務團隊與Call Center團隊。 跟所有IMC(整合行銷傳播)的Agency一樣, 由於你可能承接不同行業不同品牌的工作, 因此這個工作將給予你各種學習。 但比起其他行業的數據分析員, 在CRM agency的工作需要學習的基礎知識要更多, 比如各種數據分析方法，消費社會學領域相關的知識，資料庫管理，數據採擷，以及分析軟體SPSS, SAS的使用…等。 分析研究人員如同藝術家，需要對數據有足夠的熱情、耐心與積極性，我們希望你具備這三種特質，並擁有縝密的邏輯思維與創新意識，善於深入研究並敢於嘗試的勇氣，渴望接受挑戰並能承擔壓力。如果你還掌握SQL或Oracle資料庫查詢，分析軟體SPSS或SAS的應用，數據採擷等相關技能，將使我們更加確信您對此職位能否勝任。 分析人員的日常工作就是用左手編寫研究方案，並用右手製造客戶的數據管理工具。定期彙整客戶日常營業數據以分析其忠誠顧客的消費行為與形態，設定各項會員計畫經營的KPI量化指標與財務預算規劃，定時根據與客戶協定的分析服務的SOW提供月報季報與年報之各項數據分析報告，提供客戶所需的延伸分析需求服務，透過各項量化的統計數據向客戶提出忠誠行銷建議。這個工作需要你站在最高決策者的視角去看事情，因為是與頂尖客戶的決策者一起工作。 這份工作將給予你完整的品牌與企業上對CRM/大資料行銷/O2O的全面知識與技術的訓練, 你將成為這個領域的專家與顧問。 職位要求： - 一年以上分析經驗，若為優秀應屆畢業生也可 - 能使用SQL查詢數據，熟悉MS SQL尤佳 - 有數理統計理論基礎，大學以上學歷，統計學、數學、計量經濟學、電腦等專業 - 吃苦耐勞，踏實肯幹，能承受較大的工作壓力 - 熟練使用MS EXCEL和PPT - 有行銷、顧問、廣告、公關行業相關數據分析經驗者優先考慮 我們希望找到有強烈好奇心與學習欲望的年輕夥伴! 1.年度國外旅遊：每一年我們都會有個年度的國外旅遊活動，使得2岸的同仁們可以全體聚在一起同歡。員工旅遊我們用五星規格辦理：2016三亞Club Med、2015年日本東京、2014年韓國首爾、2013年兩岸同仁台灣環島遊、2011年馬來西亞黃金棕櫚渡假村、2010年曼谷5日遊、2009年北越下龍灣、2008年Club Med 民丹島等。經理級以上(含經理級)主管，滿二年年資公司全額補助其子女之旅遊費用(無人數限制)。 2.學習補助：到職滿六個月之同仁， 即可提出申請參加學習計畫。每人每半年補助NT$3,000(全年為NT$6,000) 3.年終獎金：一個月。 4.加薪與升職：一年加2次也很有可能，只要你的表現是超過預期的。 5.配股：當你工作進入第5年，有獎勵配股。 6.雙週Friday Happy Hour或生日會：每月幫各星座的同仁慶生，兩岸同仁吃吃蛋糕聊聊天。抑或是每週五下午提供點心小食，為員工一週的辛苦加油打氣。 7.年度健康檢查：每年度第一季舉辦員工健康檢查，只要滿三個月依年資為員工健康把關。 8. 電腦補助：公司提供電腦，但如果你還是喜歡用自己的筆電，公司也鼓勵你自備筆電，每臺筆電最高補助達NT$21000。 9. 手機話費理級以上由公司負擔,全同仁每月補助",資深分析/分析，顧客智識與消費行為研究部(台北),未填寫,不拘,MS SQL 、 MySQL 、 Excel 、 Outlook 、 PowerPoint 、 Word,2017-01-04,http://www.104.com.tw/job/?jobno=42eae&jobsource=n104bank1&hotjob_chr=,2
台北富邦商業銀行股份有限公司,11-30,大學、碩士,資訊管理相關,不拘,銀行辦事員,資料分析應用及小組發展 薪資制度： 我們建置具市場競爭力的薪酬制度，同時提供完善貼心的福利措施，近年來更持續推動健康職場和友善職場環境，為同仁打造能盡情在工作上打拼，發揮與展現自己的舞台。 完善貼心的福利制度： 1.員工勞/健/團保 2.三節節金 3.持股信託 4.休假、健全退休金制度 5.多樣化彈性福利制度包含：旅遊、健康檢查、子女教育、婚喪疾病等補助 6.員工急難救助和撫卹 7.員工優惠貸款 8.集團商品優惠：例：富邦 momo 、台灣大哥大購物折扣 9.特約商店優惠：分佈全省各地之商家消費特惠 10.定期員工健康檢查、簡易運動中心及按摩小站 11.免費的專業心理諮商服務 多彩多姿的員工活動： 透過各式活動的舉辦，讓同仁樂於工作、享受生活，在工作、生活、休閒上能取得均衡的發展： 1.多樣化社團活動：攝影、登山健行、電影欣賞、各式球類、舞蹈等 2.精采豐富的員工旅遊 3.富邦家庭日運動會 4.謝年會 學習與發展： 我們深信：『人才』是企業無法被複製的競爭優勢，是成就企業不斷邁向高峰的決勝力！因此公司十分重視內部人才培育，除建置多元發展平台外，亦提供多樣學習資源與機會，激勵員工自我成長。台北富邦銀行依據職務、業務與職涯發展需要，規劃人才發展計劃。透過計劃性培育，使員工能隨時因應經營環境、業務變化等，提升專業能力，提供優質的金融服務。,資料分析應用科經辦,"1.資料轉換(ETL)，資料倉儲(Data Warehouse)，商業智慧(Business Intelligence) 相關知識或經驗 2.結構化資料(Structured Data)與非結構化資料(Semi-Structured or Non-Structured Data) 相關知識或經驗 3.Linux, Java, .NET, R, Python, Scala, Hadoop, Spark, SPSS, SAS 等工具使用或平台管理 相關知識或經驗 4.金融產業及Fintech相關知識或經驗 5.其他： (1)具備資料分析能力(Statistics, Machine Learning, Data Mining)的資訊工程師 (2)具備程式開發知識(Script Language, R, Python, SQL)的統計分析人員 (3)願意持續學習了解新事物，具備溝通協調能力與團隊合作",不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=57yw2&jobsource=n104bank1&hotjob_chr=,2
